4768331,1495814,777
4768331,1496488,1053
4791728,1352013,1231
4791728,1354896,695
4887382,1447391,1460
4887382,1449940,999
4915331,1418469,1871
4915331,1480002,1837
4970582,1474094,1134
4970582,1476640,605
4970582,1477484,936
5054549,1389162,1644
5109014,1443755,1825
5109014,1445603,951
5109014,1447942,1016
5143334,1478261,1196
5143334,1482388,1264
5207198,1542095,1209
5207198,1544424,715
5306550,1442030,1648
5306550,1644340,798
5384095,1519570,1369
5384095,1521948,844
5384095,1524268,930
5471930,1607556,1225
5542145,1677428,1682
5542145,1679457,508
5542145,1681039,1303
5575736,1643188,1561
5575736,1715593,1418
5622641,1596094,1412
5622641,1692674,758
5719097,1692654,1650
5719097,1695652,1935
5761762,1735293,1272
5761762,1737596,792
5761762,1739631,1322
5789159,1762605,1580
5840295,1710471,1899
5840295,1815977,543
5840295,1817271,1746
5873204,1743543,1567
5873204,1747354,1572
5944582,1815033,1633
5944582,1817175,775
6011011,1881357,1500
6011011,1885996,796
6093131,1798379,1708
6093131,1966272,798
6093131,1966891,1294
6115853,1821344,1436
6156039,1861466,1374
6156039,1863836,515
6156039,1865420,615
6255740,1760816,1861
6255740,1964532,1541
6284280,1789558,1482
6284280,1791776,825
6342869,1848354,1312
6342869,1852305,1248
6381016,1809550,1534
6381016,1888346,707
6381016,1890247,1750
6401828,1830079,1560
6422336,1808817,1680
6422336,1852753,933
6422336,1854208,1285
6503741,1890166,1538
6503741,1894563,1648
6569720,1956159,1507
6569720,1958773,581
6610647,1914284,1911
6610647,2001848,964
6663174,1966827,1586
6663174,1969315,901
6663174,1970463,1259
6696003,1999802,1771
6755467,2059322,1595
6755467,2061640,600
6755467,2063066,1231
6846626,1967343,1394
6846626,2155090,561
6906514,2027071,1783
6906514,2029737,598
6941869,2062591,1645
6941869,2066794,1564
6958922,2079843,1386
6958922,2081487,888
6958922,2082970,756
7014525,2023334,1543
7090741,2099527,1526
7090741,2101752,551
7090741,2103249,1021
7118891,2070847,1061
7118891,2131272,1976
7159434,2110943,1545
7159434,2113289,731
7245575,2197266,1593
7245575,2200389,1611
7330155,2281936,1689
7330155,2284557,996
7330155,2285670,1815
7397826,2212266,2516
